name,brand,category,barcode,vegNonVeg,available_quantities,ingredients,allergens,side_effects,harm_level,image_url
Concentrate Whey Protein Unflavoured,nutrabay-pure,dietary-supplements,8906045140614,,"[""1 kg""]","[""Whey Protein Concentrate (Cross-Flow Microfiltered)""]","[""milk""]",[],,https://images.openfoodfacts.org/images/products/890/604/514/0614/front_en.3.400.jpg
Digestive,farmlite,snacks,8901725015565,,"[""800g""]","[""Refined Wheat flour (Maida) (35.2%)"", ""Refined Palm Oil"", ""Wheat flour (Atta) (18.4%)"", ""Sugar"", ""Wheat Bran (4.3%)"", ""Liquid glucose"", ""Raising agents [INS 500(ii)"", ""INS 503)"", ""INS 450(1)"", ""Maltodextrin"", ""Milk solids"", ""iodized Salt"", ""Emulsifiers (Lecithin Energy(from Soyabean)"", ""Diacetyltartaric and fatty Protein ( acid esters of glycerol (from sunflower oil & palm oil)"", ""Mono - & di-glycerides of fatty acids (from palm oil)]"", ""Malt Extract (0.2%)"", ""Nature identical flavouring substances"", ""Wheat fibre (0.03%)"", ""Flour treatment agent (INS 223) and Artificial flavouring (Vanilla).""]","[""gluten"", ""milk""]",[],,
pink grapefruit spirulina bluwatee,ful-foods,beverages-and-beverages-preparations,0196852523580,,"[""355ml""]","[""dents: CARBONATED WATER"", ""SPIRULINA EXTRACT"", ""ALLULOSE"", ""CONCENTRATED LEMON JUICE"", ""NATURAL FLAVORS"", ""ASCORBIC ACID""]","[""-""]",[],,
Bounce Chocho,sunfest,snacks,8909081001123,,"[""31""]","[""MTL CD-FPB105365 Pkg.Mtrl.Mfd. By Jupiter Laminators Pvt. Ltd. Regn. No. HSPCS Consent 313121821SONCT08497 gredients: Maida (Refined Wheat Flour)"", ""Sugar"", ""Refined Palm Oil"", ""Invert Syrup"", ""Liquid Glucose (1.0%)"", ""Raising A Emulsifiers (Lecithin (from soyabean)"", ""Polyoxyethylene (20) sorbitan monostearate (from palm oil)]"", ""Artificial Fla 503) INS 500(ii)"", ""INS 450(i)]"", ""Colours (INS 150c"", ""INS 150d"", ""INS 122)"", ""Starch"", ""Todized Salt"", ""Cocoa Solid Substres (Vanilla"", ""Milk"", ""Chocolate)"", ""Flour Treatment Agent (INS 223)"", ""Nature Identical Flavouring Substances Con Wheat"", ""Soy"", ""approx. values): Per 100 g (% RDA per serve - 20 g)"", ""Energy""]","[""gluten"", ""milk"", ""soybeans""]",[],,https://images.openfoodfacts.org/images/products/890/908/100/1123/front_en.17.400.jpg
Bingo Cheese Curlz,bi-go,snacks,8901725117481,,"[""16g""]","[""DEGERMED CORN GRITS AND SEASONING {REFINED PALMOLEIN"", ""SUGAR"", ""IODIZED SALT"", ""MILK SOLIDS"", ""ONION POWDER"", ""#SPICES AND CONDIMENTS"", ""CHEESE POWDER"", ""NATURE IDENTICAL FLAVOURING SUBSTANCES"", ""REFINED WHEAT FLOUR (MAIDA)"", ""NATURAL FLAVOURS AND NATURAL FLAVOURING SUBSTANCES"", ""GARLIC POWDER AND FLAVOUR ENHANCER (INS 508)}. *USED AS FLAVOURING AGENTS. CONTAINS MILK"", ""WHEAT | MAY CONTAINS SOY""]","[""gluten"", ""milk"", ""soybeans""]",[],,
Bourbo,mrs-bector-s-cremica,snacks,8906078262178,,"[""500 g""]","[""REFINED WHEAT FLOUR (MAIDA)"", ""SUGAR (30%)"", ""EDIBLE VEGETABLE OIL (PALM)"", ""COCOA SOLDS (1.8%). MILK SOLIDS. MAIZE STARCH"", ""RAISING AGENTS [INS 503 (ii)"", ""INS 500 (ii)]"", ""EMULSIFIER (INS 322)"", ""IODISED SAL NATURE IDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCES (CHOCOLATE"", ""VANILLA)"", ""NATURAL COLOUR (INS 150a"", ""INS 150d). CONTAINS WHEAT"", ""MILK"", ""SOY. MAY CONTAINS SULPHITE & NUTS.""]","[""gluten"", ""milk"", ""nuts"", ""soybeans""]",[],,
Good Life Jeera,good-life,plant-based-foods-and-beverages,8902901222777,,"[""200g""]","[""Jeera""]","[""-""]",[],,
Dark Fantasy,sunfeast,snacks,8901725015909,,"[""75""]","[""CHOCO CRÈME (38.0%) (SUGAR"", ""FLAVOURING SUBSTANCES (CHOCOLATE)"", ""ARTIFICIAL FLAVOURING SUBSTANCES (VANILLA)}"", ""MAIDA (REFINED WHEAT FLOUR)"", ""HYDROGENATED VEGETABLE OILS"", ""SUGAR"", ""INVERT SYRUP"", ""LIQUID GLUCOSE"", ""RAISING AGENTS (INS 503(ii)"", ""INS 500(ii)"", ""INS 450(i))"", ""COCOA SOLIDS (0.7%)"", ""BUTTER"", ""MILK SOLIDS"", ""IODIZED SALT"", ""&quot"", ""NATURE IDENTICAL FLAVOURING SUBSTANCES (MILK CHOCOLATE)"", ""COLOURS (INS 150c"", ""INS 150d)"", ""EMULSIFIERS (LECITHIN (FROM SOYABEAN)"", ""MONO AND DIGLYCERIDES OF FATTY ACIDS (FROM PALM OIL)]"", ""ARTIFICIAL FLAVOURING SUBSTANCES (MILK"", ""VANILLA). CONTAINS WHEAT"", ""MILK"", ""SOY. MAY CONTAIN NUT"", ""SULPHITE. REFINED PALMOLEIN"", ""REFINED PALM OIL"", ""COCOA SOLIDS"", ""EMULSIFIER (LECITHIN (FROM SOYABEAN)]"", ""NATURE IDENTICAL""]","[""gluten"", ""milk"", ""soybeans""]",[],,https://images.openfoodfacts.org/images/products/890/172/501/5909/front_en.3.400.jpg
Doshi's Lite Chevdo,doshi-s,snacks,11002272,,"[""250 g""]","[""PAUA"", ""PEANUT"", ""GRAMDAL"", ""SEV"", ""BLACK SALT"", ""ASAFETIDA"", ""EDIBLE OIL""]","[""peanuts""]",[],,
Bingo Potato Chips Himalayan Pink Salt,bingo,plant-based-foods-and-beverages,8909081002083,,"[""42g""]","[""POTATO (63.8%)"", ""REFINED PALMOLEIN"", ""HIMALAYAN PINK SALT (1.6%)"", ""AND BEET ROOT POWDER.""]","[""-""]",[],,
Kulfi,the-brooklyn-creamery,desserts,4906400744024,,"[""100 ml""]","[""Water"", ""Milk Solids"", ""Sweetener (Maltitol)"", ""Fructose Oligo Saccharide"", ""Caramel Confectionery"", ""Water"", ""Sweetener (Maltitol)"", ""Milk Solids"", ""Fructose Oligo Saccharide"", ""Stabilizers (440)"", ""Acidity Regulators (331"", ""500)"", ""Pistachio"", ""Cardamom Powder"", ""Stabilizers (410"", ""412)"", ""Emulsifiers (471"", ""477)"", ""CONTAINS PERMITTED NATURAL FOOD COLORS [160(b)"", ""150(c)] AND ADDED ARTIFICIAL FLAVORING SUBSTANCES (KULFI"", ""CONDENSED MILK"", ""ROSE).""]","[""milk"", ""nuts""]",[],,https://images.openfoodfacts.org/images/products/490/640/074/4024/front_en.3.400.jpg
Veg Biriyani Mix,everest,plant-based-foods-and-beverages,8901786940509,,"[""50g""]","[""Dehydrated Orion"", ""Milk Solids"", ""Iodized Salt"", ""Chilli"", ""Green Cardamom"", ""Fennel"", ""Cassia Leaf"", ""Cassia Back (Taj)"", ""Rice Bran Edible Oil"", ""Nutmeg"", ""Anticaking Agent (INS 551).""]","[""milk""]",[],,
Sleep gummies,power-gummies,dietary-supplements,8908010907918,,"[""3.1 g per gummy""]","[""FO.S(fructo-oligosaccharides)"", ""Water"", ""Gelling Agent (Pectin"", ""Carrageenan)"", ""Acidity Regulator (Trisodium Citrate"", ""Citric Acid)"", ""Passiflora Extract"", ""Melatonin"", ""Vitamin B6(as Pyridoxine Hydrochloride)"", ""Flavour Natural Passion Fruit Flavour"", ""Colours (INS133"", ""INS103& INS171)"", ""MCT Oil(Source-Coconut Oil)"", ""Glazing Agent (Carnauba Wax)"", ""Corn Starch vit B6 VITAMIN B6 It may help to support the production of happy hormones like serotonin & dopamine"", ""which may help to cope with daily stress and keeps the brain and neurons healthy. PASSION FRUIT FLAVOUR *This only for brand promotion && does not represent the true nature of the product""]","[""-""]",[],,
RUM-PUM VEG NOODLES,-,plant-based-foods-and-beverages,9506000022659,,"[""75g""]","[""Wheat Flour"", ""Iodised Salt"", ""Chilli"", ""Vegetable Oil"", ""Tomato Ketchup"", ""Chilli Sauce"", ""Soya Sauce"", ""Spices"", ""Monosodium Glutamate"", ""Edible gum and permitted food additives.""]","[""gluten"", ""soybeans""]",[],,https://images.openfoodfacts.org/images/products/950/600/002/2659/front_en.3.400.jpg
Chocolate chip ice cream,havmore,desserts,8904089326643,,"[""110ml""]","[""Added water"", ""milk solids"", ""coca"", ""sugar""]","[""milk""]",[],,
Vita Marie Gold,britannia-industries-ltd,snacks,8901063014145,,"[""150 g""]","[""REFINED WHEAT FLOUR (MAIDA) (66%)"", ""SUGAR"", ""REFINED PALM OIL"", ""MILK PRODUCTS (WHEY POWDER"", ""SWEETENED CONDENSED PARTLY SKIMMED (MILK & EDIBLE LACTOSE]"", ""INVERT SUGAR SYRUP"", ""RAISING AGENTS [503) & 500)]"", ""100ISED SALT"", ""EMULSIFIERS [471&3 ARTIFICIAL (MILK"", ""BUTTER & VANILLA) FLAVOURING SUBSTANCES"", ""VITAMINS"", ""DOUGH CONDITIONER (223) AND MINERALS (Numbers in brackets as per International Numbering System) CONTAINS WHEAT"", ""MILK"", ""SOY AND SULPHITE""]","[""gluten"", ""milk"", ""soybeans"", ""sulphur dioxide and sulphites""]",[],,
ORSL Plus Electrolyte Drink Orange,johnson-johnson,plant-based-foods-and-beverages,8901012350041,,"[""200 ml""]","[""Water"", ""Sugars (Sucrose"", ""Dextrose)"", ""Orange Juice (reconstituted)"", ""Sodium Citrate"", ""Acidity Regulator (INS 330)"", ""Potassium Chloride"", ""Sodium Chloride"", ""Vitamin C"", ""Antioxidant (INS 320)"", ""Taurine"", ""Magnesium Sulphate and Calcium Lactate""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/101/235/0041/front_en.17.400.jpg
Golden harvest dates,golden-harvest,plant-based-foods-and-beverages,8901153039874,,"[""500g""]","[""Dates""]","[""-""]",[],,
Mother dairy classic dahi,mother-dairy,dairies,8901648022169,,"[""1 kg""]","[""Toned Milk"", ""Water"", ""Milk Solids"", ""Active lactic culture""]","[""milk""]",[],,
BAT Shamim  Dates,bat,plant-based-foods-and-beverages,8908002506969,,"[""400g""]","[""Iranian Wet Dates""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/800/250/6969/front_en.4.400.jpg
Good Day Butter Cookies,britannia,snacks,8901063092617,,"[""68g""]","[""REFINED WHEAT FLOUR (MAIDA)"", ""SUGAR"", ""REFINED PALM OIL"", ""BUTTER (2%)"", ""INVERT SUGAR SYRUP"", ""MILK SOLIDS"", ""RAISING AGENTS (503(ii)"", ""500(ii)]"", ""IODISED SALT"", ""EMULSIFIERS [322(i)"", ""471"", ""472e] AND FLAVOURS [NATURAL"", ""NATURE IDENTICAL & ARTIFICIAL (BUTTER"", ""MILK & VAMILLA) FLAVOURING SUBSTANCES]. (Numbers in brackets as per International Numbering System) CONTAINS WHEAT"", ""MILK AND SOYA.""]","[""gluten"", ""milk"", ""soybeans""]",[],,
maggie masala chuppa noodles,Nestlé,plant-based-foods-and-beverages,8901058890709,,"[""70.5g""]","[""NOODLES: Refined wheat flour (Maida)"", ""Palm oil"", ""lodized salt"", ""Thickeners (412 & 500)"", ""Humectant (451)). Acidity Regulators (501). 500) & 330). TASTEMAKER: Mixed spices (18.42)"", ""Dehydrated vegetables (14) Carrot fakes (7.5). Green peas (6.92). Sugar"", ""Starch"", ""lodized salt"", ""Nature i ical flavouring substances"", ""Tomato paste (5.62)"", ""Toasted onion flakes (4.72)"", ""Red wheat flour Maida)"", ""Roasted garlic flakes"", ""Thickeners (508 & 415)"", ""Onion powder 2.82)"", ""Palm oil Herbs"", ""Natural flavouring substance"", ""Yeast extract powder"", ""Flavour enhancer (639) Tamarind powder"", ""Acidity Regulator (330) and Wheat gluten. Contains Wheat May contains Milk"", ""Oats & Soy. 602 01/00""]","[""gluten""]",[],,
Swing Juicier Drink Yummy Guava,paper-boat,beverages-and-beverages-preparations,8906080601934,,"[""125 ml""]","[""WATER"", ""GUAVA PUREE (14%). SUGAR"", ""IODISED SALT"", ""ACIDITY REGULATOR (330)"", ""FLAVOURS (NATURE-IDENTICAL AND NATURAL FLAVOURING SUBSTANCES)"", ""STABILIZERS (466"", ""412) AND ANTIOXIDANT (300).""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/608/060/1934/front_en.23.400.jpg
