name,brand,category,barcode,vegNonVeg,available_quantities,ingredients,allergens,side_effects,harm_level,image_url
Protein 7-in-1 Seed & Nut Mix,tata-sampann,plant-based-foods-and-beverages,8904043907277,,"[""200g""]","[""Roasted Seeds (89%) [Pumpkin (20%)"", ""Watermelon (19%)"", ""Sunflower (18%)"", ""Flax Seeds (13%)"", ""Sesame (10%)"", ""Chia (9%)]"", ""Soybean (10%) [Soybean"", ""Iodised Salt)"", ""Rosemary extract.\nALLERGENS: Contains Soy""]","[""sesame seeds"", ""soybeans""]",[],,
Yu 100% coconut water,yu,beverages-and-beverages-preparations,8906143040496,,"[""200ml""]","[""Coconut Water""]","[""-""]",[],,
Chicken Kabab/65 Masala,aachi,chicken-kebab-masala,8906021120418,,"[""50g""]","[""Spice content - 75% Red Chilli Powder"", ""Coriander"", ""Cumin"", ""Black Pepper"", ""Fennel"", ""Dry Ginger"", ""Garlic Flakes"", ""Cloves"", ""Cardamom"", ""Cassia Bark (Taj)"", ""Bay Leaves) Corn Flour"", ""Gram Dhal"", ""Onion and Salt - 6%.""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/602/112/0418/front_en.3.400.jpg
B Natural,b-natural,snacks,8909081004841,,"[""125 ml""]","[""CONCENTRATE (5%)"", ""FLAVOURING ACIDITY REGULATORS [INS 330"", ""INS 331(iii)]"", ""NATURE IDENTICAL SUBSTANCES"", ""STABILIZER (INS 466)"", ""VITAMIN"", ""NATURAL FLAVOURS AND NATURAL FLAVOURING SUBSTANCES"", ""POLYDEXTROSE (DIETARY FIBER) AND COLOUR (INS 110).^EQUIVALENT TO 10% MANGO RECONSTITUTED PULP. MAY CONTAIN MILK"", ""NUT"", ""SOY AND SULPHITE. SOURCE OF VITAMIN C.""]","[""-""]",[],,
Pizza topping sauce,Dr. Oetker,spreads,8906002005284,,"[""100g""]","[""Water"", ""Tomato Paste (26%)"", ""Serve Size-30g Pack comans 3 Nutritional Information Sugar"", ""Refined Soyabean Oil"", ""Milk Solids"", ""Energy (kcal) Onions"", ""lodised Salt"", ""Vegetables (2.8%)"", ""Mixed Spices"", ""Cheese (1%)"", ""Acidity Regulators (INS260"", ""INS330)"", ""Preservative (INS211)"", ""Herbs"", ""Antioxidant (INS319). CONTAINS MILK. How to Use: Spread Pizza Topping on Pizza base. No need to add further toppings as this All-in-One Topping contains veggies & Cheese. Just sprinkle grated cheese (optional) & bake to enjoy restaurant like Pizza at home.""]","[""milk"", ""soybeans""]",[],,
Amul Pizza Cheese,amul,dairies,8901262020343,,"[""1000g""]","[""Milk solids"", ""iodized salt"", ""microbial rennet active culture"", ""milk.""]","[""latte""]",[],,
Protein Oats,doctor-s-choice,plant-based-foods-and-beverages,0641837433199,,"[""750g""]","[""Rolled Oats (40.4%)"", ""Protein Blend (27.25%) (Texturized Soy Protein"", ""Soya Protein Isolate. Whey Protein Concentrate)"", ""Dry Fruits. Nut & Seeds (14.5%) (Raisins"", ""Almonds"", ""Pumpkin Seeds. Chia Seeds)"", ""Jaggery"", ""Cocoa Solids (7%)"", ""Jowar Flakes"", ""Natural and Nature Identical Flavour"", ""Himalayan Pink Salt. *Amino Acids Profile: L-Arginine 1.68g"", ""L-Leucine 1.93g"", ""L-Valine 1.06g"", ""L-Cystine 0.16g"", ""Glycine 1.07g"", ""Histadine 0.76g"", ""Serine 1.34g"", ""Aspartic Acid 3.19g"", ""Glutamic Acid 7.51g"", ""Threonine 0.97g. Alanine 1.14g"", ""Proline 0.99g"", ""Lysine 1.64g"", ""Tyrosine 0.66g. Methionine 0.85g"", ""Iso Leucine 0.92g"", ""Phenyl Alanine 1.23g. Tryptophan 0.25g. CATEGORY: Breakfast Cereals. ALLERGEN ADVICE: Contains Milk"", ""Nuts & Soy. N""]","[""milk"", ""nuts"", ""soybeans""]",[],,https://images.openfoodfacts.org/images/products/064/183/743/3199/front_en.18.400.jpg
Lemon Iced Tea,guppymoms,beverages-and-beverages-preparations,8908019267198,,"[""200gm""]","[""Sugar-free substitute (INS420 (i))"", ""Instant Black Tea (3.50%)"", ""Acidity regulator (INS330)"", ""Natural Flavours Lemon"", ""Acidity regulator (INS331 (i))"", ""Sugar free substitute (INS960)"", ""Vitamin C (From Ascorbic acid)""]","[""-""]",[],,
Tadka Chhach Probiotic Buttermilk,amul,dairies,8901262202244,,"[""300 ml""]","[""Milk solids"", ""water"", ""iodized salt"", ""spices and condiments (0.8%)"", ""active culture"", ""probiotic bacterial strain (Bifidobacterium lactis - minimum 10° CFU per mL).""]","[""milk""]",[],,
Amul Dark Chocolate,amul,snacks,8901262070454,,"[""40g""]","[""SUGAR"", ""COCOA SOLIDS"", ""COCOA BUTTER"", ""PERMITTED EMULSIFIERS (E322"", ""E476)"", ""ARTIFICIAL FLAVOURING SUBSTANCES (COCOA"", ""VANILLA)""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/126/207/0454/front_en.4.400.jpg
Fennel fusion,choko-la,snacks,8906044441231,,"[""40g""]","[""Dark Chocolate (89.17%) (Cocoa mass"", ""Sugar"", ""Cocoa butter"", ""Emulsifier - Soya Lecothin)"", ""Fennel infusion (9.55%) (Cocoa butter"", ""Fennel)"", ""Fennel"", ""Contains added flavour (Artificial Flavouring substance- Vanillin)""]","[""-""]",[],,
Whoopies,haldiram-s,chips-and-fries,8904063255518,,"[""45g""]","[""Corn Meal"", ""Edible Vegetable Oil ( Palmolein Oil )"", ""Cheese Powder (3%)"", ""Sugar Powder"", ""Maltodextrin Edible Common Salt"", ""Spices and Condiments"", ""Lactose"", ""Hydrolysed Vegetable Protein Acidity Regulator (INS 330"", ""INS 270). CONTAINS ADDED FLAVOUR (NATURAL & NATURE FLAVOURING SUBSTANCES).""]","[""milk""]",[],,
Patanjali cream feast ( milk vanilla ),patanjali,cream-biscuits,8904109410093,,"[""84 g""]","[""whole wheat"", ""sugar"", ""edible vegetable oil"", ""invert syrup"", ""milk solids"", ""edible common salt""]","[""gluten""]",[],,https://images.openfoodfacts.org/images/products/890/410/941/0093/front_en.4.400.jpg
FUNFOODS PEANUT BUTTER,Dr. Oetker,plant-based-foods-and-beverages,8906002004447,,"[""925 g""]","[""Roasted Peanuts (91%)"", ""Sugar"", ""Stabilizer (INS471)"", ""Iodised Salt""]","[""peanuts""]",[],,
Kellogg's Multigrain Chocos Chhota Laddoo,Kellogg's,plant-based-foods-and-beverages,8901499010759,,"[""391 g""]","[""Wholegrain Flour Mix (46.7%) {Wheat Flour (Atta) (36.3%)"", ""Ragi Flour (5.2%)"", ""Sorghum (Jowar) Flour (5.2%)}"", ""Sugar"", ""CORN MEAL"", ""Refined Wheat Flour  (MAIDA)"", ""COCOA SOLIDS (5.2%)"", ""MINERALS"", ""CEREAL EXTRACT"", ""IOLIZED SALT"", ""COLOUR (INS 150d)"", ""FLAVOURS NATURE IDENTICAL&ARTIFICIAL (CREAM))"", ""VITAMINS"", ""ANTIOXIDANT (INS 307b).""]","[""gluten"", ""milk""]",[],,
JAGGERY OATS MILLET COOKIES,atul-bakery,millet-cookies,8906075005037,,"[""200g""]","[""Jaggery Powder-25%"", ""Edible Vegetable Fat (Palmolein)-18%"", ""Sorghum Flour-16%"", ""Oats - 12%"", ""Coconut Powder-10%"", ""Raisin-3%"", ""Honey"", ""Liquid Milk"", ""Vanilla Powder"", ""Edible lodized Salt"", ""Raising Agent [INS 500(II) Baking Powder].""]","[""gluten"", ""milk""]",[],,
Paneer,milky-mist,dairies,8904083300045,,"[""500g""]","[""Milk Solids & Vinegar.""]","[""milk""]",[],,https://images.openfoodfacts.org/images/products/890/408/330/0045/front_en.3.400.jpg
Kala Jamun Jam,vistevia,plant-based-foods-and-beverages,8906672744810,,"[""220g""]","[""Natural kala jamun"", ""salt"", ""purified stevia extract"", ""erythritol"", ""isomalt"", ""sorbitol"", ""citric acid Polyols The polyols used serving""]","[""-""]",[],,
Amul diced cheese blend (mozzarella and cheddar cheese blend),amul,dairies,8901262020541,,"[""1000g""]","[""Mozzarella cheese (milk solids"", ""iodized salt"", ""microbial rennet"", ""active cultures)"", ""cheddar cheese (milk solids"", ""iodized salt"", ""microbial rennet"", ""active cultures). \nAllergen Information: Contains milk""]","[""milk""]",[],,
kacchi ghani mustard oil,sarfa,mustard-oil-free-from-argemone-oil,8908017902008,,"[""1litre(910g)""]","[""Mustard Oil Free From Argemone Oil.""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/801/790/2008/front_en.3.400.jpg
Family Fun Pack,Maggi,plant-based-foods-and-beverages,8901058000191,,"[""560g""]","[""NOODLES (WHEAT FLOUR"", ""PALM OIL AND LESS THAN 2% OF SALT"", ""WHEAT GLUTEN"", ""CALCIUM CARBONATE"", ""POTASSIUM CHLORIDE"", ""SODIUM POLYPHOSPHATE"", ""GUAR GUM"", ""SODIUM CARBONATE"", ""POTASSIUM CARBONATE ASTEMAKER SPICE PACKET (HYDROLYZED PEANUT PROTEIN"", ""NOODLE POWDER WHEAT FLOUR"", ""PALM OIL AND LESS THAN 2% OF SALT"", ""WHEAT GLUTEN CALCIUM CARBONATE"", ""POTASSIUM CHLORIDE"", ""SODIUM TRIPOLYPHOSPHATE"", ""GUAR GUM"", ""SODIUM CARBONATE"", ""POTASSIUM CARBONATE]"", ""SUGAR"", ""SPICE"", ""ONION POWDER"", ""CORNSTARCH"", ""CHILLI POWDER"", ""GARLIC POWDER"", ""PALM OIL"", ""SALT"", ""CARAMEL COLOR"", ""CITRIC ACID POTASSIUM CHLORIDE"", ""DISODIUM GUANYLATE AND DISODIUM INOSINATE SINGER SODIUM BICARBONATE MAY CONTAINS PEANUT AND WHEAT (GLUTEN) INGREDIENTS.&quot"", ""CONTAIN MILK"", ""MUSTARD SEEDS SOY NESTLE CONSUN P.O. BAG NO WECARE 1800 10.3 湯 astle. See be What ma MRPHIL ON Lot MAT SE BY - Ree letter after U Mit By: Nestle In 8) Lic No lingue No. Fo De No. 100 Lic No. 1001""]","[""gluten"", ""peanuts""]",[],,
Masti Dahi,amul,dairies,8901262200011,,"[""85 g""]","[""Pasteurised toned milk"", ""milk solids"", ""active culture. Allergen Information: Contains milk.""]","[""milk""]",[],,
Chocos,Kellogg's,plant-based-foods-and-beverages,8901499010704,,"[""127""]","[""Multi grain flour mix"", ""sorghum"", ""rice flour"", ""Sugar""]","[""-""]",[],,
Artos Drinking Water,artos,beverages-and-beverages-preparations,8908018251389,,"[""1L""]","[""TREATED WATER"", ""MINERALS (2.8%) (SALTS OF MAGNESIUM"", ""CALCIUM & SODIUM)""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/801/825/1389/front_en.3.400.jpg
Tropicana Fruitz Mixed Fruit Magic,Tropicana,beverages-and-beverages-preparations,8902080002733,,"[""180ml""]","[""WATER SUGAR CONCENTRATED MIXED FRUIT JUICE 25% (FROM APPLE MANGO GUAVA"", ""ORANGE BANANA"", ""APRICOT PEACH ACIDITY REGULATORS (330 331))"", ""STABILIZERS (466"", ""440)"", ""FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES PRESERVATIVE (202)"", ""COLOUR (160a(i)))""]","[""-""]",[],,
Snacky,karachi-bakery,snacks,8906133100063,,"[""75g""]","[""Sugar"", ""Cocoa Solids"", ""Milk Solids"", ""Edible Vegetables Oil"", ""Say Lecithin"", ""Hazelnut"", ""Corn Flakes"", ""Flour & Natural Flavours.""]","[""milk"", ""nuts""]",[],,
Snacko Honey Roasted Peanuts,sundrop,plant-based-foods-and-beverages,8901512939302,,"[""100g""]","[""Peanuts (76%)"", ""Sugars"", ""Liquid Glucose"", ""Refined Edible Palmolein Oil"", ""Honey (1.5%)"", ""lodized Salt & Thickener (Guar Gum).""]","[""peanuts""]",[],,https://images.openfoodfacts.org/images/products/890/151/293/9302/front_en.3.400.jpg
Aashirvaad Vermicilli,Aashirvaad,plant-based-foods-and-beverages,8901725118846,,"[""850 g""]","[""Wheat Semolina (Rawa)""]","[""gluten""]",[],,
Turmeric Powder,Aashirvaad,plant-based-foods-and-beverages,8901725125349,,"[""100g""]","[""Turmeric Powder""]","[""-""]",[],,
Fruit mallows,bonfire,snacks,6917489453125,,"[""20g""]","[""SUGAR"", ""GLUCOSE SYRUP"", ""WATER"", ""DEXTROSE"", ""FOOD GRADE FISH GELATIN CORN STARCH"", ""ARTIFICIAL FRUIT FLAVOURS (STRAWBERRY)"", ""ARTIFICIAL COLOURS (INS 127"", ""INS 110"", ""INS 102"", ""INS 133) CONTAINS PERMITTED ARTIFICIAL FOOD COLOUR(S) AND ADDED ARTIFICIAL FLAVOUR(S) fssai A LIC NO: 11523998000124 PROD: 20.06.2025 BBD: 19.06.2027 BATCH NO: 3233 0-3 ENERGY PROTEIN FAT SATURA TRANS F CARBOH Of which ADDED S SODIUM THE RDA SERVING 2000 CALO NUTRITIO NET WEIG BATCH NO PRODUCT EXPIRY DA MANUFAC BONFIRE F ADDRESS: AREA GUAM NOT CONTA STORAGE I DIRECT SUN NOT TO BE 5 PICTURES C PURPOSE OF""]","[""-""]",[],,
Milk Rusk,trdp-mario,snacks,8904300201353,,"[""120g""]","[""REFINED WHEAT FLOUR (MAIDA)"", ""SUGAR"", ""EDIBLE VEGETABLE OIL (REFINED PALM OIL)"", ""SEMOLINA (WHEAT)"", ""YEAST"", ""MILK SOLIDS (3%)"", ""INVERT SYRUP"", ""MALT EXTRACT"", ""IODIZED SALT"", ""WHEAT FIBER"", ""EMULS - IFIER (471"", ""472e & 481 (i))"", ""ANTIOXIDANT (300) & FLOUR TREATMENT AGENTS 1100(i). CONTAINS ADDED FLAVOUR [NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES (MILK & VANILLA)].""]","[""gluten"", ""milk""]",[],,https://images.openfoodfacts.org/images/products/890/430/020/1353/front_en.4.400.jpg
Mountain Dew,dew,cold-drink,8902080364596,,"[""1""]","[""Carbonated water"", ""sugar"", ""acidity regulators"", ""preservatives"", ""caffiene""]","[""-""]",[],,
Haldirams Bhujia,haldirams,snacks,8904063200945,,"[""1 kg""]","[""Tepary Beans Flour"", ""Edible Vegetable Oil (Cotton Seed"", ""Corn & Palmolein Oil)"", ""Gram Pulse Flour"", ""Edible Common Salt Powder"", ""Spices & Condiments (Red Chilli Powder"", ""Black Pepper  Powder"", ""Ginger Powder"", ""Clove Powder"", ""Mace Powder"", ""Nutmeg Powder and Cardamom Powder).""]","[""-""]",[],,
Potato Cheese Shotz,mccain,plant-based-foods-and-beverages,8906000610909,,"[""400 g""]","[""Potatoes (40.80%)"", ""Proessed Cheese(30.42%) (Cheddar cheese"", ""Milk Solids"", ""Emulsifier [INS 331]"", ""Edible Common Salt"", ""Permitted Class II Preservative [INS 200])"", ""Bread Crumbs (Wheat Flour"", ""Yeast"", ""Edible Common Salt)"", ""Permitted Class II Preservative [INS 200]"", ""Antioxidant [INS 300])"", ""Palmolein Oil"", ""Batter (Wheat Flour"", ""Corn Starch"", ""Corn Flour"", ""Edible Common Salt"", ""Thickner [INS 466])"", ""Seasoning (Acidity Regulators [INS 330"", ""INS 270]"", ""Flavour Emhancer [INS 627]"", ""Anticaking Agent [INS 551])"", ""Corn Flour"", ""Onion Powder"", ""Edible Common Salt"", ""Red Chilli Flakes"", ""Parsley. \r\nCONTAINS ADDED FLAVOURS: NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES CONTAINS WHEAT"", ""SOYA AND MILK DERIVATIVES""]","[""gluten"", ""milk"", ""soybeans""]",[],,https://images.openfoodfacts.org/images/products/890/600/061/0909/front_en.7.400.jpg
Jeera Special,btw,snacks,8908002026467,,"[""400 g""]","[""Refined Wheat Flour"", ""Bakery Shortening"", ""Sugar"", ""Common Salt"", ""Glucose Powder"", ""Milk powder"", ""Custard Powder"", ""Cumin Seeds Raising Agent [503ii)] & Baking Powder [500ii)] \r\nCONTAINS ADDED FLAVOUR (C2101 & S3294) (NATURAL IDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCES)""]","[""gluten"", ""milk""]",[],,
Choco Vanilla,cream-bell,plant-based-foods-and-beverages,8906023415017,,"[""65 ml""]","[""Inner Layer (71%): Water"", ""Sugar"", ""Milk Solids"", ""Edible Vegetable Oil (Refined Palm Kemel Oil)"", ""Maltodextrin"", ""Permitted Emulsifying Agents (433"", ""471) & Stabilzing Agents (407"", ""410"", ""412"", ""466) \nOuter Layer (29%): Choco Covering {Edible Vegetable Oil (Refined Palm Kermel Oil)"", ""Sugar"", ""Hydrogenated Vegetable Fat"", ""Cocoa Solids}\nADDED NATURE IDENTICAL AND ARTIFICIAL (VANILLA) FLAVOURING SUBSTANCES FROZEN DESSERT CONTAINS EDIBLE VEGETABLE OIL""]","[""milk""]",[],,
kalimark vibro paneer,kalimark,beverages,8908002515046,,"[""500 ml""]","[""| VİBR。 Quantity Of Sugar Added 12g Per 100mi PANEER NUTRITIONAL FACTS PER 100ml APPROX) SWEETENED CARBONATED BEVERAGE CONTAINS Sugar WATER"", ""SUGAR"", ""CITRIC ACID AND NO FRUIT JUICE CONTAINS: PERMITTED CLASS II PRESERVATIVE E211 AND ADDED NATURE IDENTICAL AND ARTIFICIAL ROSE FLAVORING SUBSTANCES. Carbohydrate 12 12q Protein Fat Energy 0g 0g 48 Kcals""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/800/251/5046/front_en.7.400.jpg
karachi's cashew biscuits,karachi-bakery,snacks,8908003115979,,"[""400 g""]","[""Refined Wheat Flour (Maida)"", ""Sugar"", ""Edible Vegetable oil (Pal oil"", ""Palmolien"", ""Palm kernel oil"", ""Til oil) Milk"", ""Salt"", ""Cashew Nuts.""]","[""gluten"", ""milk"", ""nuts""]",[],,
Kellogg's Oats,Kellogg's,plant-based-foods-and-beverages,8901499009470,,"[""1 kg""]","[""Oats (100%)""]","[""gluten""]",[],,
Idly & Dosa Batter,id,dosa-batter,8906020580015,,"[""1kg""]","[""RO-Purified water (55%)"", ""Rice (34%)"", ""Urad dal"", ""Fenugreek and Iodised Salt.""]","[""-""]",[],,
Idli/Dosa/Chilly Chutney Powder,mtr,condiments,8901042958361,,"[""100g""]","[""Black gram splits (84%)"", ""Red chilli (8.5%)"", ""Iodised salt"", ""Mustard seeds (0.7%)"", ""Lemon premix [Maltodextrin (Corn)"", ""Acidity Regulators (INS 330"", ""INS 334) and Nature identical flavouring substance]"", ""Acidity Regulators (INS 330)"", ""Curry leaves powder and Asafoetida""]","[""mustard""]",[],,https://images.openfoodfacts.org/images/products/890/104/295/8361/front_hi.3.400.jpg
PROTEIN TOTAL FAT pany,Minute Maid,plant-based-foods-and-beverages,8901764239809,,"[""250 ml""]","[""Water"", ""Sugar"", ""Mango Pulp (10"", ""7 %)"", ""Guava Pulp (2"", ""9 %)"", ""Banana Puree (2"", ""9 %)"", ""Papaya Puree (0"", ""3 %)"", ""acidity regulator (E330)"", ""antioxydant (E300)"", ""colorant (161g).""]","[""-""]",[],,
e-Millet cookies,moon-foods,ragi-biscuits,8906062600375,,"[""150g""]","[""Finger Millet Flour"", ""Atta"", ""Cane Sugar"", ""Vegetable Oils & Salt""]","[""-""]",[],,
Sandwich Chocolate and Vanilla,kwality-wall-s,desserts,8901030691508,,"[""57 g""]","[""WATER BISCUIT (37.2%) (WHEAT FLOUR"", ""SUGAR"", ""PALM OIL LIQUID GLUCOSE"", ""BARLEY MALT EXTRACT"", ""WATER"", ""MILK SOLIDS"", ""SALT"", ""LEAVENING AGENTS - E500(lI)"", ""E503(II)"", ""EMULSIFIER - E1520 AND CONTAINS PERMITTED NATURAL FOOD COLOUR E150a and ADDED ARTIFICIAL VANILLA FLAVOURING SUBSTANCES (CONTAINS GLUTEN AND MILK)"", ""SUGAR"", ""EDIBLE PALM OIL"", ""MILK SOLID"", ""LIQUID GLUCOSE"", ""VEGETABLE PROTEIN (SOY)"", ""COCOA SOLIDS.""]","[""gluten"", ""milk"", ""soybeans""]",[],,https://images.openfoodfacts.org/images/products/890/103/069/1508/front_en.6.400.jpg
Figaro Olive Oil,deoleo,plant-based-foods-and-beverages,8410125245170,,"[""100 ml""]","[""Edible olive oil""]","[""-""]",[],,
GoodDay Choco Chip,britannia,snacks,8901063004122,,"[""100 g""]","[""REFINED WHEAT FLOUR"", ""SUGAR"", ""EDIBLE VEGETABLE OIL(PALM)"", ""CHOCOLATE CHIPS (11%) [SUGAR"", ""COCOA SOLIDS"", ""COCOA BUTTER"", ""DEXTROSE"", ""EMULSIFIER (322) AND ADDED NATURAL FLAVOURING SUBSTANCES (VANILLA)] CHOCOCHIPS (10%) [SUGAR EDIBLE HYDROGENATED VEGETABLE OIL (PALM)"", ""COCOA SOLIDS"", ""DEXTROSE"", ""EMULSIFIER(322) AND ADDED NATURAL FLAVOURING SUBSTANCES (VANILLA)]"", ""INVERT SYRUP RAISING AGENTS [503(ii)"", ""500(ii)"", ""450(i)]"", ""COCOA SOLIDS"", ""EDIBLE COMMON SALT AND EMULSIFIERS (322"", ""472e) CONTAINS PERMITTED NATURAL FOOD COLOUR (150d) AND ADDED FLAVOURS [NATURE IDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCES (CHOCOLATE & VANILLA)]""]","[""gluten""]",[],,
Sona Masuri Rice,kalyani,plant-based-foods-and-beverages,8904064622517,,"[""5 Kg""]","[""Rice""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/406/462/2517/front_fr.4.400.jpg
Khenaizi Dates,date-crown,plant-based-foods-and-beverages,6291100213160,,"[""500g""]","[""Wet Dates""]","[""-""]",[],,
Mad Angles Tomato Madness,bingo,snacks,8901725198237,,"[""90 g""]","[""RICE GRITS"", ""SEASONING MIX [REFINED PALMOLEIN"", ""REFINED SUGAR IODISED SALT"", ""TOMATO POWDER (0.7%)"", ""SPICES & CONDIMENTS"", ""MALTODEXTRİN"", ""ONION POWDER"", ""GARLIC POWDER"", ""ACIDITY REGULATORS (INS 330"", ""INS 296)"", ""MILK SOLIDS\\"", ""ANTICAKING AGENT (INS 551)"", ""YEAST EXTRACT & FLAVOUR ENHANCER (INS 627) REFINED PALMOLEİN"", ""CORN GRITS"", ""GRAM GRITS AND ACIDITY REGULATOR (INS 500(ii). USED AS NATURAL FLAVOURING AGENT. CONTAINS ADDED FLAVOUR(S) (NATURAL FLAVOURS & NATURAL FLAVOURING SUBSTANCES AND NATURE IDENTICAL FLAVOURING SUBSTANCES)""]","[""milk""]",[],,
Dark Chocolate,amul,snacks,8901262070676,,"[""150 g""]","[""SUGAR"", ""COCOA SOLIDS"", ""COCOA BUTTER PERMITTED EMULSIFIERS (E322. E476). CONTAINS ADDED FLAVOURS (ARTIFICIAL FLAVOURING SUBSTANCES COCOA & VANILLA)""]","[""-""]",[],,
West Indies' Hot 'n' Sweet Chilli Potato Chips,Lay's,plant-based-foods-and-beverages,8901491503051,,"[""20g""]","[""Potato"", ""Edible Vegetable Oil (Palmolein Oil)"", ""*Seasoning (Sugar"", ""Maltodextrin"", ""lodised Salt"", ""Flavour (Natural and Nature Identical Flavouring Substances)"", ""&quot"", ""Spices & Condiments"", ""Flavour Enhancers (627 & 631)"", ""Edible Vegetable Oil (Palm"", ""Sunflower"", ""Peanut)"", ""Hydrolysed Vegetable Protein"", ""Anticaking agent (551)"", ""Cocoa Solids"", ""Lactose). &quot"", ""As flavouring agent. &quot"", ""Contains Onion and Garlic""]","[""gluten"", ""milk"", ""nuts"", ""peanuts"", ""sulphur dioxide and sulphites""]",[],,https://images.openfoodfacts.org/images/products/890/149/150/3051/front_en.3.400.jpg
Dairy Milk - Home Treats,cadbury,snacks,8901233020624,,"[""100 g""]","[""Energy kcal 523\r\nProtein  g 8.1\r\nCarbohydrate g 60.5\r\n(of which sugar) g 57.4\r\nFat g 29.0\r\n(of which Saturated Fat) g 17.6\r\nTrans Fat g 0.1\r\nSodium mg 152\r\nFibre g 2.1""]","[""-""]",[],,
Amul pasteurised butter,amul,dairies,8901262010023,,"[""250""]","[""Butter"", ""iodized salt"", ""natural colour (annatto)\nAllergen information:contains milk""]","[""milk""]",[],,
OMG! Oh My Ganna Cumin Crush,nutricane,juice,8908009670021,,"[""250 ml""]","[""REAL SUGARCANE"", ""SALT"", ""ANTIOXIDANT (INS 300)"", ""ACIDITY REGULATOR (INS 334)"", ""STABILIZER (INS 440"", ""INS 337)"", ""WATER (FOR MAINTAINING DESIRED BRIX)"", ""CONTAINS PERMITTED NATURAL FLAVOUR & NATURAL IDENTICAL COLOURING SUBSTANCES (INS 141[i])""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/800/967/0021/front_en.7.400.jpg
bhujia,bikano,snacks,8901414000117,,"[""40 g""]","[""Husked Dew Gram Flour (46%)"", ""Edible Vegetable Oil (contains one or more of the following: Palmolein Oil"", ""Cottonseed Oil and Ricebran Oil)"", ""Chickpea Flour"", ""lodized Salt"", ""Mixed Spices (Red Chilly Powder"", ""Black Pepper Powder"", ""Clove Powder"", ""Dry Ginger Powder"", ""Long Pepper Powder"", ""Mace Powder"", ""Fennel Powder"", ""Nutmeg Powder"", ""Cardamom Powder"", ""Asafoetida). Made in a facility that processes Wheat"", ""Oats"", ""Peanuts"", ""Tree Nuts"", ""Soy"", ""Milk and Sesame. STORE IN A COOL"", ""DRY AND HYGIENIC PLACE AWAY FROM AIR AND DIRECT SUNLIGHT.""]","[""gluten"", ""milk"", ""nuts"", ""peanuts"", ""sesame seeds"", ""soybeans""]",[],,
Crunchy Nutty Peanut Butter,united-foods,plant-based-foods-and-beverages,8908004415054,,"[""12 oz""]","[""Roasted _Peanuts_"", ""Sugar"", ""Salt"", ""Fully hydrogenated _Soya_ Oil.""]","[""peanuts"", ""soybeans""]",[],,
Roasted Dalia,tip-top,plant-based-foods-and-beverages,8906025201786,,"[""500 g""]","[""M.P. Wheat""]","[""gluten""]",[],,https://images.openfoodfacts.org/images/products/890/602/520/1786/front_en.11.400.jpg
Aashirvaad Superior MP Atta,Aashirvaad,plant-based-foods-and-beverages,8901725016838,,"[""1kg""]","[""WHOLE WHEAT""]","[""gluten""]",[],,
Saffola Masala Oats Veggie Twist,Saffola,plant-based-foods-and-beverages,8901088745109,,"[""1kg""]","[""Rolled Oats (53.4%)"", ""Millets (16%) [Jawar Flakes (14%)"", ""Bajra Flakes (2%)]"", ""Maltodextrin"", ""Iodised Salt"", ""Dried Vegetables (Carrot (1.6%)"", ""Green Peas (1.1%)"", ""French Beans)"", ""Onion Powder (2.3%)"", ""Desiccated Coconut Powder"", ""Sugar"", ""Spices & Condiments~"", ""Milk Solids"", ""Tomato Powder"", ""Refined Rice Bran Oil"", ""Hydrolyzed Vegetable Protein"", ""Yeast Extract"", ""Acidity Regulators (INS 330)"", ""Flavouring Enhancers (INS 661"", ""INS 627)"", ""Colour (INS 100)"", ""Nature Identical Flavouring Substances.\n~Contains Chilli"", ""Turmeric"", ""Ginger"", ""Cardamom"", ""Cinnamon"", ""Curry Leaves"", ""Garlic.\nALLERGN Advice: Contains Oats"", ""Milk"", ""Soy & Nuts.""]","[""gluten"", ""milk""]",[],,
Cheeslings Classic,monaco,snacks,8901719107092,,"[""300 g""]","[""Wheat Flour"", ""Edible Vegetable Oils (Palmolein Oil"", ""Palm Oil)"", ""Sugar"", ""Edible Common Salt"", ""Cheese 1.8%"", ""Yeast"", ""Raising Agents"", ""Invert Sugar Syrup"", ""Spices and Condiments (Mustard Powder)"", ""Acidity Regulators"", ""Emuslifier"", ""Dough Conditioner"", ""Added Flavours (Artificial Flavouring Substances -Black Pepper"", ""Capsicum and Cheese)""]","[""gluten"", ""milk""]",[],,
